,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
90,Josip Bauk,13,1179,90.69230769,192,79,27,7.91,2,0.15,0.29,0,0.4,0,0.08,0.23,0.75,0,0,13.3,0.22,1,12,0.08,3,0,0,0,0,0,0,0,1,0.69,0,Croatia (3. HNL Jug),0.91,89,0,0,5,0.0112807464,€7K - €22K,14500
91,Oliver Zelenika,11,852,77.45454545,192,78,29,6.59,0,0,0,0,0,0,0,0.21,0.39,0,0,48.9,0,0,1,0,0,1.06,-84.71,-0.05,10,4,12,0,0,0,0,Croatia (Druga HNL),0,90,26,-0.3069295243,0,0.0573943662,€22K - €230K,126000
92,Gregor Gulisija,16,1440,90,180,69,20,6.99,1,0.06,0.1,0,2.88,0.25,0.12,0.81,0.9,0.18,0.56,185.4,0.7,0,23,3.25,106,0,0,0,0,0,0,0,1,8.44,5,Croatia (3. HNL Jug),0.83,87,0,0,0.3472222222,0.12875,€0 - €18K,9000
93,Gonzalo Desio,17,1465,86.17647059,177,65,23,6.59,0,0,0.26,0,1.93,0.42,0.25,1.41,0.85,0.3,1.72,235,0.42,0,24,0.92,15,0,0,0,0,0,0,0,0,7.8,0,Croatia (Prva HNL),0.68,103,0,0,0,0.1604095563,€24K - €240K,132000
94,Lucio Carbone,11,990,90,170,63,21,6.82,0,0,0.14,0,0.83,0.09,0,1.18,0.93,0.14,0.55,137.2,0.67,2,9,2.91,54,0,0,0,0,0,0,0,0,8,2,Portugal (FPF Liga 3),0.87,102,0,0,0,0.1385858586,€110K - €1.1M,605000
95,Vinícius,11,990,90,192,85,27,7.05,0,0,0.25,0,0.36,0.12,0,0.27,0.89,0,0,108.2,0.87,2,14,2.45,128,0,0,0,0,0,0,0,1,17.82,0,Portugal (Liga 3 Norte),0.86,95,0,0,0,0.1092929293,€4K - €40K,22000
96,Luca Ferri,16,1420,88.75,182,73,31,7,0,0,0,0,1.28,0.11,0.06,0.32,0.87,0,0,167.3,0.81,3,8,3.04,167,0,0,0,0,0,0,0,0,17.3,1,Italy (Lega Nazionale Dilettanti D),1,87,0,0,0,0.1178169014,€16K - €160K,88000
97,Antonio Magli,15,1345,89.66666667,186,79,31,6.85,0,0,0.11,0,0.49,0,0.13,0.2,0.86,0,0.13,139.8,0.79,1,10,2.41,165,0,0,0,0,0,0,0,0,16.59,3,Italy (Lega Nazionale Dilettanti C),0.87,89,0,0,0,0.1039405204,€50K - €170K,110000
98,Mauro Perković,16,1337,83.5625,182,74,19,6.73,0,0,0.5,0,0.07,1.02,0.13,1.08,0.95,0.28,0.07,167.9,0.87,1,11,2.69,105,0,0,0,0,0,0,0,1,6.93,1,Croatia (Prva HNL),0.83,104,0,0,0,0.1255796559,€150K - €1.5M,825000
99,Pedro Graça,11,878,79.81818182,180,72,24,6.91,0,0,0.38,0,1.42,0.13,0.21,0.92,0.88,0.5,0.1,123.7,0.66,0,11,0.72,18,0,0,0,0,0,0,0,0,5.95,2,Portugal (Liga 3 Norte),0.55,100,0,0,0,0.1408883827,€55K - €180K,117500
100,Pedro Machado,11,1020,92.72727273,192,90,26,6.85,0,0,0,0,0.44,0,0.09,0.18,0.91,0,0.09,118,0.85,1,15,2.56,130,0,0,0,0,0,0,0,0,16.68,0,Portugal (Liga 3 Sul),0.85,100,0,0,0,0.1156862745,€8K - €80K,44000
101,Edwin Banguera,11,1020,92.72727273,179,74,26,6.93,0,0,0,0,0.27,0.38,0.09,0.88,0.93,0.21,0.71,133.3,0.76,1,13,2.47,49,0,0,0,0,0,0,0,1,7.68,2,Portugal (Liga 3 Norte),0.7,100,0,0,0,0.1306862745,€30K - €300K,165000
102,Alan Bidi,13,1089,83.76923077,194,89,27,6.94,2,0.17,0.17,0,1.1,0.08,0.08,0.17,0.88,0,0.17,111.9,0.86,1,15,2.56,136,0,0,0,0,0,0,0,1,16.53,2,Belgium (1B Pro League),1,93,0,0,1.818181818,0.1027548209,€35K - €325K,180000
103,Nicholas Battaiola,16,1440,90,185,78,26,6.91,0,0,0,0,0,0,0,0.25,0.42,0,0,96.1,0,0,0,0,0,1.25,0,-0.03,10,5,21,0,1,0,0,Italy (Lega Nazionale Dilettanti D),0,90,36,0,0,0.06673611111,€24K - €230K,127000
104,Joaquín Trasante,13,1391,107,175,70,23,7.07,0,0,0.35,0,1.73,0.08,0.06,0.26,0.87,0,0.13,94.6,0.79,0,19,0.58,11,0,0,0,0,0,0,0,0,1.81,0,Uruguay (Campeonato Uruguayo),0.93,117,0,0,0,0.06800862689,€150K - €1.5M,825000
105,Domagoj Franić,12,1046,87.16666667,195,102,29,7.15,0,0,0,0,0.43,0,0.09,0.09,0.83,1,0.09,117.6,0.91,0,10,2.07,128,0,0,0,0,0,0,0,1,17.04,0,Croatia (Druga HNL),0.55,84,0,0,0,0.1124282983,€1K - €9K,5000
106,Aílson Tavares,11,1007,91.54545455,188,72,24,7.32,1,0.09,0.57,0,0.66,0.3,0.36,1.34,0.9,0.2,0.54,136.4,0.78,1,33,1.07,21,0,0,0,0,0,0,0,1,7.15,1,Portugal (Liga 3 Sul),0.83,99,0,0,1.515151515,0.1354518371,€30K - €300K,165000
107,Damiano Menna,15,1350,90,186,80,27,7.52,2,0.13,0.18,0,2.34,0.11,0.07,0.27,0.94,0.33,0,155.2,0.75,4,12,2.8,176,0,0,0,0,0,0,0,6,16.8,0,Italy (Lega Nazionale Dilettanti F),0.92,93,0,0,0.8547008547,0.114962963,€26K - €275K,150500
108,Carlos Alves,11,1020,92.72727273,188,72,24,6.85,0,0,0,0,0,0,0,0.35,0.4,0,0,74.9,0,0,0,0,0,1.06,0,-0.04,10,9,20,0,0,0,0,Portugal (Liga 3 Norte),1,107,39,0,0,0.07343137255,€80K - €275K,177500
109,Mário Évora,12,1080,90,180,78,23,6.75,0,0,0,0,0,0,0,0.17,0.43,0,0,59.5,0,0,0,0,0,1.17,0,-0.03,9,9,22,0,0,0,0,Portugal (Liga Portugal 2),0,89,40,0,0,0.05509259259,€3K - €30K,16500
110,Rui Nibra,11,869,79,187,80,28,6.37,0,0,0,0,0,0,0,0.31,0.41,0,0,52.4,0,0,0,0,0,1.97,0,-0.04,7,6,15,0,0,0,0,Portugal (Liga 3 Norte),0,96,28,0,0,0.06029919448,€50K - €160K,105000
111,Facundo Cáseres,11,1036,94.18181818,178,65,21,6.83,2,0.17,0.47,0,1.39,0.29,0.17,1.04,0.93,0.16,0.17,136.1,0.6,0,16,1.65,16,0,0,0,0,0,0,0,0,3.47,1,Argentina (Liga Profesional),0.78,104,0,0,1.438848921,0.1313706564,€140K - €1.4M,770000
112,Alessandro Mattioli,11,915,83.18181818,180,76,24,6.65,0,0,0,0,0.48,0,0,0,0.95,0,0.49,103.1,0.69,2,13,1.28,92,0,0,0,0,0,0,0,0,13.18,0,Italy (Serie B),0.8,109,0,0,0,0.1126775956,€300K - €1M,650000
113,Benedik Mioč,13,1158,89.07692308,168,64,28,6.6,0,0,0,0,0.1,0,0.08,0.54,0.95,0.16,0,151.9,0.53,0,39,1.17,21,0,0,0,0,0,0,0,0,3.11,0,Croatia (Prva HNL),0.66,91,0,0,0,0.1311744387,€4.5K - €45K,24750
114,Didi,11,864,78.54545455,179,79,28,6.99,1,0.1,0.43,0,0.83,0,0.1,1.77,0.9,0.37,0,112.7,0.71,0,16,0.83,20,0,0,0,0,0,0,0,1,4.27,4,Portugal (Liga 3 Norte),0.79,94,0,0,1.204819277,0.1304398148,€18K - €180K,99000
115,João Freitas,12,954,79.5,183,78,30,7.11,2,0.19,0.4,0,0.96,0,0,0.09,0.89,0,0.19,116.3,0.86,1,6,2.92,123,0,0,0,0,0,0,0,0,18.02,1,Portugal (Liga Portugal 2),0.57,94,0,0,2.083333333,0.1219077568,€12K - €40K,26000
116,Stephen Eze,15,1350,90,198,95,28,6.87,0,0,0.17,0,1.93,0,0,0.07,0.91,0,0,151.4,0.9,0,22,2.8,160,0,0,0,0,0,0,0,0,18.87,0,Croatia (3. HNL Jug),0.7,98,0,0,0,0.1121481481,€12K - €120K,66000
117,Niko Rak,16,1287,80.4375,176,68,19,7,0,0,0.33,0,0.24,0.78,0.21,2.24,0.93,0.24,0.21,169.8,0.71,3,26,2.87,50,0,0,0,0,0,0,0,0,5.8,1,Croatia (Prva HNL),0.75,102,0,0,0,0.1319347319,€120K - €1.2M,660000
118,Guillaume Jannez,11,919,83.54545455,197,93,33,7.05,0,0,0,0,0.19,0.12,0,0.39,0.91,0,0,104.1,0.85,4,4,3.33,110,0,0,0,0,0,0,0,0,17.14,0,France (National 2 Groupe C),0.9,91,0,0,0,0.1132752992,€4.5K - €45K,24750
119,Hrvoje Babec,17,1422,83.64705882,184,71,23,7.15,1,0.06,0.44,0,0.29,0.29,0.19,0.95,0.93,0.18,0.32,191.9,0.69,2,6,1.39,32,0,0,0,0,0,0,0,1,3.92,1,Croatia (Prva HNL),0.95,109,0,0,3.448275862,0.1349507736,€120K - €1.2M,660000
120,Albi Doka,12,1066,88.83333333,181,78,25,7.17,1,0.08,0.5,0,0.41,2.82,0.08,1.6,0.96,0.21,0.68,147.4,0.67,3,10,2.7,37,0,0,0,0,0,0,0,2,6.67,2,Croatia (Prva HNL),0.85,110,0,0,2.43902439,0.1382739212,€210K - €2.1M,1155000
121,Gianluca Piccoli,15,1350,90,182,72,25,7.21,2,0.13,0.3,0,0.87,0.5,0.13,1.6,0.92,0.18,0.67,175.3,0.53,0,24,1.47,26,0,0,0,0,0,0,0,3,4.4,0,Italy (Lega Nazionale Dilettanti E),0.88,92,0,0,2.298850575,0.1298518519,€30K - €300K,165000
122,Vinko Soldo,12,1067,88.91666667,184,80,24,6.48,0,0,0,0,0,0,0.08,0.08,0.97,0.33,0.08,122.6,0.8,2,13,1.43,71,0,0,0,0,0,0,0,0,5.06,1,Croatia (Prva HNL),0.87,102,0,0,0,0.1149015933,€0 - €100K,50000
123,Maxime Pattier,11,990,90,184,77,26,7.05,0,0,0,0,0,0,0,0.27,0.39,0,0,63.4,0,0,0,0,0,0.91,0,-0.05,6,5,16,0,0,0,0,France (National 2 Groupe A),0,93,27,0,0,0.06404040404,€16K - €170K,93000
124,Matej Mamić,16,1468,91.75,185,76,20,6.85,0,0,0.13,0,2.26,0.21,0.18,0.61,0.92,0.29,0.06,176.5,0.69,3,14,2.76,170,0,0,0,0,0,0,0,0,13.98,1,Croatia (3. HNL Jug),1,86,0,0,0,0.1202316076,€0 - €16K,8000
125,Luka Šimunović,17,1529,89.94117647,187,78,25,6.84,0,0,0,0,0,0.07,0.06,0.18,0.89,0.2,0,177.1,0.74,2,9,2.83,153,0,0,0,0,0,0,0,0,10.48,0,Croatia (Prva HNL),0.82,114,0,0,0,0.1158273381,€7K - €75K,41000
126,Michael Liguori,11,858,78,177,71,23,7.4,0,0,0.17,0,1.35,1.29,0.31,2.1,0.9,0.28,3.15,122.1,0.59,0,17,1.78,16,0,0,0,0,0,0,0,1,3.57,2,Italy (Lega Nazionale Dilettanti F),1,89,0,0,0,0.1423076923,€50K - €160K,105000
127,Miguel Santos,13,1170,90,193,81,28,6.99,0,0,0,0,0,0,0,0.46,0.47,0,0,77.3,0,0,2,0,0,1,0,-0.03,13,8,19,0,1,0,0,Portugal (Liga Portugal 2),0,100,40,0,0,0.06606837607,€16K - €50K,33000
128,Nicolò Palazzolo,11,979,89,185,73,27,7.2,2,0.18,0.29,0,0.82,0.83,0.09,1.2,0.9,0.37,0.55,117.5,0.75,0,8,1.75,23,0,0,0,0,0,0,0,0,5.98,0,Italy (Lega Nazionale Dilettanti C),0.9,90,0,0,2.43902439,0.120020429,€4K - €40K,22000
129,Michael Svoboda,11,990,90,195,85,24,6.94,0,0,0.14,0,0.84,0,0,0.18,0.88,0,0.18,109.7,0.82,2,11,2.18,87,0,0,0,0,0,0,0,0,14.91,0,Italy (Serie B),0.88,115,0,0,0,0.1108080808,€45K - €475K,260000
130,Bernardo Matić,16,1440,90,194,84,28,6.49,1,0.06,1,0,0.03,0,0,0.12,0.97,0,0,166.4,0.59,3,18,2.12,110,0,0,0,0,0,0,0,0,10.44,1,Croatia (Prva HNL),0.94,106,0,0,33.33333333,0.1155555556,€28K - €90K,59000
131,Apolo Silva,11,943,85.72727273,183,78,24,6.78,0,0,0.25,0,0.33,0.12,0.1,0.67,0.91,0,0.1,134.7,0.74,1,23,1.81,20,0,0,0,0,0,0,0,0,6.59,0,Portugal (Liga 3 Norte),0.67,87,0,0,0,0.1428419936,€1K - €10K,5500
132,Ivan Lučić,17,1530,90,194,92,27,6.58,0,0,0,0,0,0.07,0,0.18,0.24,0,0,72.3,0,0,0,0.29,0,2.18,-6.55,-0.01,39,5,22,0,0,0,0,Croatia (Prva HNL),0,110,66,-10.07633588,0,0.04725490196,€14K - €45K,29500
133,Menno Bergsen,11,961,87.36363636,184,74,23,6.65,0,0,0,0,0,0,0,0.09,0.49,0,0,56,0,0,0,0.19,0,1.69,-18.73,-0.04,12,4,10,0,0,0,0,Slovenia (1. SNL),0,102,26,-1.388147357,0,0.05827263267,€26K - €275K,150500
134,Lovre Rogić,16,1470,91.875,189,83,27,7.28,0,0,0,0,0,0.07,0,0.37,0.26,0,0,69,0,1,0,0.49,0,1.1,-8.09,-0.01,54,16,31,0,3,0,0,Croatia (Prva HNL),0.33,109,101,-12.48454883,0,0.04693877551,€180K - €550K,365000
135,Rayan Gonçalves,11,990,90,165,59,19,6.88,0,0,0.25,0,0.17,0.11,0.09,0.27,0.94,0,0,111.5,0.73,0,10,4.18,129,0,0,0,0,0,0,0,0,15.55,1,Portugal (Liga 3 Norte),1,95,0,0,0,0.1126262626,€70K - €700K,385000
136,Miguel Lourenço,11,990,90,185,84,30,7.02,0,0,0.1,0,1.32,0,0,0.27,0.9,0,0.09,108.7,0.83,0,14,2.64,132,0,0,0,0,0,0,0,0,17.64,0,Portugal (Liga 3 Sul),1,96,0,0,0,0.1097979798,€5K - €55K,30000
137,Paride Pinna,15,1350,90,182,77,30,6.77,0,0,0,0,0.03,0,0.07,1.13,0.86,0.14,0.13,164.9,0.7,0,22,2.73,76,0,0,0,0,0,0,0,0,6.87,2,Italy (Lega Nazionale Dilettanti E),0.97,80,0,0,0,0.1221481481,€70K - €240K,155000
138,Jure Jerbić,15,1410,94,189,78,32,7.03,3,0.19,0.43,0,1.07,0.25,0,0.83,0.93,0.16,0.19,177.2,0.9,0,32,1.6,30,0,0,0,0,0,0,0,1,5.87,1,Croatia (3. HNL Zapad),0.79,97,0,0,2.803738318,0.1256737589,€8K - €28K,18000
139,Raniel,11,919,83.54545455,191,79,25,7.16,0,0,0.38,0,0.74,0,0.1,0.1,0.92,0,0.2,108.3,0.85,1,10,2.15,132,0,0,0,0,0,0,0,2,19.19,0,Portugal (Liga 3 Norte),0.78,99,0,0,0,0.1178454842,€45K - €150K,97500
140,Matteo Raccichini,15,1264,84.26666667,187,82,22,7.13,0,0,0,0,0,0,0,0.21,0.39,0,0,61.5,0,0,0,0,0,0.64,0,-0.05,7,4,18,0,1,0,0,Italy (Lega Nazionale Dilettanti F),0,89,29,0,0,0.04865506329,€8K - €75K,41500
141,Kemal Osmanković,20,1800,90,192,88,25,7.04,1,0.05,0.22,0,0.18,0,0.05,0.05,0.84,0,0,97.9,0.88,0,17,1.1,105,0,0,0,0,0,0,0,1,8.4,0,Bosnia & Herzegovina (Liga 12),0.92,96,0,0,5.555555556,0.05438888889,€60K - €600K,330000
142,Sérgio Duarte,11,896,81.45454545,184,76,29,6.94,1,0.1,0.25,0,0.99,0.25,0,0.4,0.89,0,0,97.1,0.66,2,7,4.02,110,0,0,0,0,0,0,0,0,18.08,0,Portugal (Liga 3 Norte),1,88,0,0,1.01010101,0.1083705357,€0 - €30K,15000
143,Jota,12,1126,93.83333333,186,75,22,6.99,1,0.08,0.44,0,1.15,0.11,0,0.8,0.91,0.2,0.16,146.8,0.74,3,10,1.68,76,0,0,0,0,0,0,0,0,9.67,2,Portugal (Liga Portugal 2),0.79,106,0,0,0.8695652174,0.1303730018,€45K - €475K,260000
144,Alessandro Zanellati,15,1234,82.26666667,193,82,23,6.82,0,0,0,0,0,0,0,0.07,0.46,0,0,70.3,0,0,0,0,0,1.31,0,-0.03,6,9,24,0,2,0,0,Italy (Lega Nazionale Dilettanti C),0.33,94,39,0,0,0.05696920583,€8K - €85K,46500
145,Richard Marcone,15,1265,84.33333333,184,85,29,7.02,0,0,0,0,0,0,0,0.36,0.54,0,0,86.2,0,0,0,0,0,0.92,0,-0.02,16,16,24,0,2,0,0,Italy (Lega Nazionale Dilettanti H),0,93,56,0,0,0.06814229249,€30K - €300K,165000
146,Gojko Gadže,11,840,76.36363636,179,73,22,7.19,3,0.32,0.44,0,1.1,0.12,0.21,2.25,0.86,0.18,3,125.6,0.49,0,21,2.36,14,0,0,0,0,0,0,0,2,5.25,3,Croatia (Druga HNL),0.9,90,0,0,2.727272727,0.1495238095,€16K - €50K,33000
147,Nicolò Gigli,14,1199,85.64285714,195,88,26,7.06,1,0.08,0.11,0,1.81,0.12,0,0,0.95,0,0.08,134.3,0.81,1,7,2.7,158,0,0,0,0,0,0,0,1,18.17,1,Italy (Lega Nazionale Dilettanti H),1,93,0,0,0.5524861878,0.1120100083,€35K - €350K,192500
148,Pedro Justiniano,13,1170,90,190,83,22,6.91,0,0,0.18,0,1.23,0,0,0.15,0.93,0,0,128.7,0.7,4,9,2.31,150,0,0,0,0,0,0,0,0,18.08,0,Portugal (Liga Portugal 2),1,96,0,0,0,0.11,€200K - €650K,425000
149,Federico Pizzutelli,15,1286,85.73333333,173,71,27,7.03,0,0,0.25,0,1.31,0.24,0,1.05,0.91,0.09,0.42,164.9,0.73,1,18,1.33,23,0,0,0,0,0,0,0,0,5.6,0,Italy (Lega Nazionale Dilettanti E),0.81,85,0,0,0,0.1282270607,€85K - €300K,192500
150,Rafael Tavares,11,990,90,186,82,23,7.31,0,0,0,0,0,0,0.09,0.09,0.76,0,0,9.9,0.53,0,13,0.09,10,0,0,0,0,0,0,0,0,1.36,0,Portugal (Campeonato dos Açores - Ponta Delgada),1,90,0,0,0,0.01,€1.5K - €16K,8750
151,Alessandro Dalmazzi,15,1310,87.33333333,186,82,28,7.09,1,0.07,0.38,0,0.44,0.36,0.14,0.21,0.93,1,0,146.1,0.82,1,15,2.82,163,0,0,0,0,0,0,0,0,17.66,2,Italy (Lega Nazionale Dilettanti F),0.67,92,0,0,2.272727273,0.1115267176,€14K - €150K,82000
152,Andrea Venturini,16,1353,84.5625,178,75,26,7.07,2,0.13,0.19,0,1.02,0,0.07,0.8,0.92,0.21,0.33,152.4,0.7,0,22,2.66,101,0,0,0,0,0,0,0,2,10.04,2,Italy (Lega Nazionale Dilettanti E),0.88,86,0,0,1.960784314,0.1126385809,€12K - €130K,71000
153,João Sousa,11,990,90,190,84,28,7.11,0,0,0,0,0.14,0.25,0,0.27,0.85,0.5,0.09,119,0.87,2,5,2.45,121,0,0,0,0,0,0,0,0,18,0,Portugal (FPF Liga 3),0.54,92,0,0,0,0.1202020202,€0 - €120K,60000
154,Manlio Di Masi,15,1228,81.86666667,180,74,22,7.3,2,0.15,0.42,0,0.91,0.46,0.07,1.39,0.91,0.4,0.15,169.3,0.81,3,31,1.39,34,0,0,0,0,0,0,0,3,5.28,2,Italy (Lega Nazionale Dilettanti A),0.65,90,0,0,2.197802198,0.1378664495,€28K - €275K,151500
155,Caio Marcelo,11,920,83.63636364,191,88,24,7.07,0,0,0,0,0.29,0.28,0,0.2,0.91,0,0,109.3,0.82,2,8,2.93,95,0,0,0,0,0,0,0,0,12.82,0,Portugal (FPF Liga 3),0.5,100,0,0,0,0.1188043478,€35K - €110K,72500
156,Josip Majić,11,990,90,187,80,28,7.45,2,0.18,0.38,0,1.06,0.3,0.09,1.91,0.86,0.26,3,146.7,0.66,0,14,1.64,21,0,0,0,0,0,0,0,0,9,5,Croatia (Druga HNL),0.64,95,0,0,1.886792453,0.1481818182,€2.5K - €24K,13250
157,Matej Maglica,12,1080,90,196,102,24,7.26,2,0.17,0.33,0,0.93,0,0.08,0.33,0.94,0,0.08,123.9,0.83,2,5,3.75,133,0,0,0,0,0,0,0,1,17.42,0,Croatia (Druga HNL),1,97,0,0,2.150537634,0.1147222222,€22K - €220K,121000
158,David Šugić,11,990,90,189,85,22,6.69,0,0,0,0,0,0,0,0.09,0.4,0,0,62.2,0,0,2,0,0,1.27,0,-0.02,8,8,18,0,1,0,0,Slovenia (1. SNL),0,94,34,0,0,0.06282828283,€140K - €1.4M,770000
159,Filippo Boccardi,12,1028,85.66666667,177,65,26,7.44,4,0.35,0.41,0,3.84,0.77,0.53,1.58,0.88,0.31,1.49,137.7,0.42,0,17,1.14,15,0,0,0,0,0,0,0,2,9.63,5,Italy (Lega Nazionale Dilettanti E),0.7,86,0,0,1.041666667,0.1339494163,€28K - €275K,151500
160,Axel Desjardins,16,1308,81.75,188,81,22,6.76,0,0,0,0,0,0,0,0.21,0.43,0,0,83,0,0,0,0,0,1.1,0,-0.03,11,5,19,0,1,0,0,Italy (Lega Nazionale Dilettanti A),0,91,35,0,0,0.06345565749,€8K - €80K,44000
161,Alessandro Di Munno,16,1440,90,180,71,22,6.84,1,0.06,0.56,0,0.66,0.22,0,0.81,0.92,0.5,0.12,167.2,0.8,0,19,1.88,130,0,0,0,0,0,0,0,1,11.38,1,Italy (Lega Nazionale Dilettanti A),0.88,85,0,0,1.515151515,0.1161111111,€28K - €275K,151500
162,Zvonimir Blaić,13,1170,90,187,80,31,7.22,1,0.08,0.1,0,3.06,0.15,0.31,0.77,0.86,0.14,0.69,137,0.78,1,17,2.23,58,0,0,0,0,0,0,0,1,6.62,2,Slovenia (2. SNL),0.87,95,0,0,0.3267973856,0.1170940171,€0 - €100K,50000
163,Gaby Kiki,38,3420,90,194,81,27,7.03,1,0.03,0.22,0,0.36,0,0.05,0,0.84,0,0,94.8,0.83,1,45,0.55,83,0,0,0,0,0,0,0,1,2.68,1,Moldova (Divizia Naţională),0.91,105,0,0,2.777777778,0.02771929825,€160K - €1.6M,880000
164,Luka Dumančić,16,1399,87.4375,192,85,23,6.94,1,0.06,0.25,0,0.64,0.8,0.06,0.9,0.91,0.2,0.26,172.1,0.84,2,15,2.32,76,0,0,0,0,0,0,0,0,6.3,0,Croatia (3. HNL Zapad),0.93,87,0,0,1.5625,0.1230164403,€1.5K - €14K,7750
165,Matteo Gorelli,11,982,89.27272727,183,78,31,6.84,1,0.09,0.5,0,0.37,0.17,0.09,0.18,0.95,0,0,110.9,0.72,1,6,2.66,117,0,0,0,0,0,0,0,0,18.15,2,Italy (Lega Nazionale Dilettanti E),1,92,0,0,2.702702703,0.1129327902,€26K - €275K,150500
166,Merchas Doski,13,1170,90,173,67,22,6.61,0,0,0,0,0.12,0.08,0.15,0.92,0.84,0.23,0.38,98.1,0.8,1,19,1.62,45,0,0,0,0,0,0,0,0,3.54,1,Austria (ADMIRAL 2. Liga),0.78,83,0,0,0,0.08384615385,€180K - €600K,390000
167,Anton Krešić,20,1800,90,198,83,26,6.89,1,0.05,0.42,0,1.33,0,0,0.1,0.96,0,0.05,192.5,0.93,4,20,2.1,217,0,0,0,0,0,0,0,0,14.75,1,Croatia (Prva HNL),0.82,118,0,0,0.7518796992,0.1069444444,€400K - €1.3M,850000
168,Dida,13,1200,92.30769231,185,90,24,6.8,0,0,0,0,0,0,0,0.07,0.49,0,0,76.7,0,0,1,0,0,1.27,0,-0.03,12,7,23,0,1,0,0,Portugal (Liga Portugal 2),0,99,42,0,0,0.06391666667,€28K - €90K,59000
169,Antonio Pavic,16,1279,79.9375,177,73,27,6.63,1,0.07,0.5,0,0.37,0.28,0,0.84,0.9,0.31,0.91,174.5,0.66,0,27,3.03,68,0,0,0,0,0,0,0,0,5.98,3,Croatia (3. HNL Jug),0.84,89,0,0,2.702702703,0.1364347146,€8K - €28K,18000
170,Matija Kolarić,13,1015,78.07692308,178,72,26,7.08,1,0.09,0.44,0,1.05,2,0.44,1.77,0.93,0.31,0.53,145.4,0.74,2,17,2.13,61,0,0,0,0,0,0,0,0,7.98,3,Croatia (Druga HNL),0.67,92,0,0,0.9523809524,0.1432512315,€14K - €130K,72000
171,André Micael,11,990,90,188,80,33,6.91,0,0,0.14,0,0.65,0.12,0,0,0.91,0,0,112.2,0.81,1,19,2.82,91,0,0,0,0,0,0,0,0,13.73,1,Portugal (FPF Liga 3),0.7,104,0,0,0,0.1133333333,€45K - €150K,97500
172,Nicolás Mancilla,30,2664,88.8,180,78,29,6.92,2,0.07,0.13,0,0.29,0,0.1,0.07,0.75,0.14,0.2,55,0.69,0,34,0.51,29,0,0,0,0,0,0,0,0,1.52,1,Chile (Primera División),0.95,101,0,0,6.896551724,0.02064564565,€50K - €475K,262500
173,Jorge Bernardo,11,1012,92,173,67,31,6.82,0,0,0.29,0,0.82,0.25,0,0.98,0.89,0.19,0.62,134,0.66,2,17,2.76,61,0,0,0,0,0,0,0,0,6.58,2,Portugal (Liga 3 Sul),0.81,94,0,0,0,0.1324110672,€0 - €130K,65000
174,Juan Mesa,16,1440,90,184,83,24,6.93,2,0.12,0.44,0,0.9,0,0,0,0.97,1,0,161.3,0.81,3,6,2.19,179,0,0,0,0,0,0,0,2,14.19,0,Croatia (Prva HNL),0.6,112,0,0,2.222222222,0.1120138889,€16K - €150K,83000
175,João Guerra,14,1259,89.92857143,174,56,21,6.91,2,0.14,0.24,0,1.73,0.29,0,0.29,0.9,0,0,128.4,0.75,3,8,3.29,160,0,0,0,0,0,0,0,1,15.8,2,Portugal (Campeonato Safina - Aveiro),0.55,70,0,0,1.156069364,0.1019857029,€4.5K - €14K,9250
176,Marin Brigić,15,1292,86.13333333,184,81,22,6.75,0,0,0.2,0,0.49,0.07,0,0.21,0.87,0,0.07,121.9,0.86,1,11,2.37,143,0,0,0,0,0,0,0,0,14.7,0,Croatia (3. HNL Zapad),0.86,90,0,0,0,0.0943498452,€1K - €10K,5500
177,Mory Gbané,12,1110,92.5,188,85,21,7.25,1,0.08,0.22,0,1.3,0.84,0.16,0.73,0.92,0.5,0.16,146.4,0.75,0,9,1.05,37,0,0,0,0,0,0,0,2,5.59,0,Croatia (Druga HNL),0.77,101,0,0,0.7692307692,0.1318918919,€0 - €120K,60000
178,Christian Senneville,11,990,90,170,67,31,6.98,1,0.09,0.11,0,2.76,1.22,0.18,1.09,0.94,0.16,0.82,137.3,0.73,1,22,3.55,71,0,0,0,0,0,0,0,1,8.18,2,France (National 2 Groupe B),0.77,93,0,0,0.3623188406,0.1386868687,€40K - €140K,90000
179,Francesco Bontà,15,1320,88,181,75,29,7.47,3,0.2,0.38,0,1.02,0.22,0.2,1.43,0.9,0.26,0.07,193,0.7,0,16,1.57,23,0,0,0,0,0,0,0,1,6.41,1,Italy (Lega Nazionale Dilettanti F),0.77,93,0,0,2.941176471,0.1462121212,€26K - €250K,138000
180,Dario Rugašević,13,1170,90,181,71,31,7.46,0,0,0.11,0,0.78,0.08,0.15,1.15,0.88,0.43,0.54,145.4,0.8,0,20,2.23,62,0,0,0,0,0,0,0,0,6.31,1,Slovenia (2. SNL),0.71,90,0,0,0,0.1242735043,€3.5K - €35K,19250
