user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
raj sk,,its my life do hell with the world,2021-06-20 4:32:06,51,278,123,FALSE,2022-06-08 12:28:50,"@DappCensus good project lets go to moon
@nur_chowdhury @sknur47056025 @Nur17765472 @chintumd2 @kkrsk6 @rahulgh59798116 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
TroubleFault,,Tennis only. Only tennis. Trick shots and fancy stuff. Muchísima cringe.,2013-12-25 20:42:16,5982,167,34718,FALSE,2022-06-08 12:27:53,@Eastwoo87166350 Not the finger lmao oh you big mad #VamosRafa #RafaelNadal𓃵 https://t.co/OEhsWA2ozs,"['VamosRafa', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
TroubleFault,,Tennis only. Only tennis. Trick shots and fancy stuff. Muchísima cringe.,2013-12-25 20:42:16,5982,167,34718,FALSE,2022-06-08 12:25:39,"@Eastwoo87166350 Sorry, can’t see whatever that might be. The future’s too bright, wearing my shades 😎

 #VamosRafa #RafaelNadal𓃵 https://t.co/Now2138zZn",['VamosRafa'],Twitter for iPhone,FALSE
rahul ghosh,,who knows who i am,2021-06-21 14:48:16,39,278,118,FALSE,2022-06-08 12:23:00,"@DappCensus nice project by dappcensus 
@Monirul03957466 @nur_chowdhury @kkrsk6 @gksk15920845 @chancha89277780 @gksk34676166 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
TroubleFault,,Tennis only. Only tennis. Trick shots and fancy stuff. Muchísima cringe.,2013-12-25 20:42:16,5982,167,34718,FALSE,2022-06-08 12:22:06,"@Eastwoo87166350 Not this photoshop fail AGAIN 😂💀

Used a pic of Rafa from Roland Garros 2014 — one of his worst clay seasons — but he still whipped Djokovic, Novak was literally vomiting on court 

#VamosRafa #RafaelNadal𓃵 https://t.co/FjSgjIZFgs",,Twitter for iPhone,FALSE
laltu mahata,,my twitte is the best @moni,2021-06-20 4:15:42,57,297,132,FALSE,2022-06-08 12:16:35,"@DappCensus good project lets go to moon 
@nur_chowdhury @nur16371223 @sknur47056025 @gksk15920845 @MONIURRAHAMAN3 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
TheOracle,,"God and family above all..
Sports Junkie. MJ, Messi, Serena, Rafa, Simone are all Goat",2017-04-27 22:29:56,85,769,1843,FALSE,2022-06-08 12:14:51,"@TennisPuneet @atptour We also need an explanation as to why Nadal never got his RG21 SF exit points (720), why were they not added to his tally 🤔😉
#rentfree
#RafaelNadal𓃵",,Twitter for Android,FALSE
surojit ghosh,,is it ok to be me i dont know,2021-06-20 3:54:50,50,365,179,FALSE,2022-06-08 12:12:28,"@DappCensus good project keep going 
@moni753018 @MoniR83823927 @moni1269522616 @chintumd2 @kkrsk6 @kkrsk6 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
TroubleFault,,Tennis only. Only tennis. Trick shots and fancy stuff. Muchísima cringe.,2013-12-25 20:42:16,5982,167,34718,FALSE,2022-06-08 12:11:00,"@Eastwoo87166350 All adds up to 22, the most Grand Slam trophies ever won by any ATP player in history, wow 🤯 #RafaelNadal𓃵 https://t.co/rkXy8lZTo9",,Twitter for iPhone,FALSE
Z Tromp,,,2013-09-12 1:26:46,162,302,103305,FALSE,2022-06-08 12:09:49,"Celebrities reaction on Rafa winning RG 2022 👏🏼👏🏼👏🏼 #VamosRafa
#RafaelNadal𓃵

https://t.co/vurLX7PstE","['VamosRafa', 'RafaelNadal𓃵']",Twitter for Android,FALSE
🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇵🇸💛💙 junsu / hana,barcaelona,"JYJBB BTS BARCA #AOT @fcbarcelona @RafaelNadal @serenawilliams #FUCKSM , @warriors @f1 @celtic , Anime",2012-02-07 4:25:29,1431,662,99951,FALSE,2022-06-08 12:06:13,HAHAHHAHA DJOKOVIC FANS BEING SO PISSY AND EMBARRASSED CAUSE NADAL BEAT THEIR FAV WITH ONE GOOD FOOT 🤣😭… naaa this is getting funnier by the day watching them lose the plot and obsesses over nadal’s every movement since the AO win that really hurt them #RafaelNadal𓃵 https://t.co/fEwLw2CaqK https://t.co/WqHmoIK3cQ,,Twitter for iPhone,FALSE
TroubleFault,,Tennis only. Only tennis. Trick shots and fancy stuff. Muchísima cringe.,2013-12-25 20:42:16,5982,167,34718,FALSE,2022-06-08 11:58:44,@Eastwoo87166350 I’m too busy watching Rafa collect 22 Slam trophies to read whatever that is #RafaelNadal𓃵 https://t.co/CNjZy8rZFe,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
nur,,life is hell for me so be happy,2021-05-21 7:44:37,43,134,56,FALSE,2022-06-08 11:50:42,"@DappCensus grate project lets go to moon 
@moni1269522616 @moni753018 @moni03153942 @chintumd2 @kkrsk6 @gksk15920845 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNada",,Twitter Web App,FALSE
Sports18,,"Welcome to the official handle of Sports18 - The new home of your sporting heroes!

Your one-stop destination for enthralling sporting action around the globe.",2022-03-02 19:11:49,3157,20,64,TRUE,2022-06-08 11:30:27,"Living the moment, legend style😎

What's your reaction to this statement by @RafaelNadal ?

#Sports18 #VamosRafa #RafaelNadal𓃵 https://t.co/QpHSHCz6o6","['Sports18', 'VamosRafa']",Twitter Web App,FALSE
clivia saracino,,,2012-02-05 23:42:32,81,345,25201,FALSE,2022-06-08 11:28:51,"@VivaFernando Amen!we love him and support him no matter what and his health and happiness are an absolute priority for us as well;it’s true love, from the Rafans’family, not selfish love😁💖💖#VamosRafa 
#RafaelNadal𓃵",,Twitter for iPhone,FALSE
Ethan David 🦛,,"Indian-Australian • @HawthornFC • @hawthornaflw • @LFC • Tweet about Sport, Politics & Movies/TV • Letterboxd: Polomiko28 • #AlwaysHawthorn #BirdCityFootball",2018-12-05 1:24:53,90,567,8109,FALSE,2022-06-08 11:21:19,Love the Twitter Emoji for Rafa  #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Fikkysyah,,"I am not robot...
BSC : 0xa28eE707a64966818A8C9C2017F00642A00b7bf3",2019-05-27 16:43:26,33,2056,2947,FALSE,2022-06-08 11:18:32,"@DappCensus Come on join friends, this is a promising project
@fiksman00 @DiksarPutra @PanjiMaulana58 @Galang29700382 @triyanto_xtkrb 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Fikkysyah,,"I am not robot...
BSC : 0xa28eE707a64966818A8C9C2017F00642A00b7bf3",2019-05-27 16:43:26,33,2056,2947,FALSE,2022-06-08 11:18:05,"@DappCensus Come on join friends, this is a promising project
@fiksman00 @DiksarPutra @PanjiMaulana58 @Galang29700382 @triyanto_xtkrb 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Prabir Dutta,,,2021-04-07 15:53:36,28,2551,2887,FALSE,2022-06-08 11:12:57,"@DappCensus Very Good project
@PiuSanpui @PrabirD85424670 @Sujoysa90079608 @TanmoyD48526057 @KGFSTAR10 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",['dappcensus'],Twitter Web App,FALSE
FlameFlight.bit,,,2021-05-08 16:46:08,39,1390,1525,FALSE,2022-06-08 11:09:30,"@DappCensus Nice project 👍

@ljdear 
@ysiu 
@ysiu 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB', 'giveaway', 'Ethereum', 'Ukraine']",Twitter for Android,FALSE
Den 💐💐💐,,Proud Mummy & Nanoo! Seasoned procrastinator dislike bullies & bad manners! Failed dog whisperer! Don’t do mornings !!Cake makes me smile!No DM’s Thanks! BLM,2014-01-24 16:17:05,1526,1396,137269,FALSE,2022-06-08 11:04:05,@simongerman600 #RafaelNadal𓃵 Simply the best!! If pigs could fly you’d be a squadron leader…… https://t.co/D96FRmWpCv,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
FPL DinG DonG,,“ a FANTASY enthusiast “,2011-10-19 6:36:36,397,1167,9245,FALSE,2022-06-08 10:54:17,"Beautiful 🤩🥹🥳

#RafaelNadal𓃵 https://t.co/7OpZPt3qj3",['RafaelNadal𓃵'],Twitter for iPad,FALSE
Surya 🧙,,https://t.co/C1cjFDoMKF,2019-02-02 15:38:28,154,2775,2873,FALSE,2022-06-08 10:45:49,"@DappCensus Strong project and good community. Thank you 
So much for this good opportunity 🎉. I am so happy....for this great opportunity 🥰🚀

@Rojisn1 
@krish_max 
@ArifKumar9
 
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Rupak Dewangan,Kanker (C.G.)😉,"Fan of the men who holds most men's grand slams title 🏆 in tennis - Rafa nadal 🐐
Cricket - Ms Dhoni ❤️🏏",2017-06-19 5:56:38,76,410,125013,FALSE,2022-06-08 10:35:44,Vamos #rafa keep going ❣️ #RafaelNadal𓃵 https://t.co/WlpuQHY6Qc,"['rafa', 'RafaelNadal𓃵']",Twitter for Android,FALSE
NADAL #22,"Surabaya, Indonesia","Perfect is Boring, Rafael Nadal fans, Tennis People, Coffee One of A Kind. #VAMOS #NADAL",2010-01-18 15:27:05,96,177,7841,FALSE,2022-06-08 10:32:51,"Yes, I tattoos my body with @rafaelnadal qoutes, face and trophy. I play tennis by trying to copy #RafaelNadal𓃵 But i am still just a fans, out there many of us #rafans even bigger than me. To me all 22 major titles are special, but 2022 #australianopen #ao2022 was the best. #22 https://t.co/B90OeGsQLA",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Sunny.bit,"नई दिल्ली, भारत","I am Youtubers
#CRO",2019-10-17 16:49:28,114,3878,2745,FALSE,2022-06-08 10:31:11,"@DappCensus Amazing project. Join guys
@CharanSaaho434 @AhmedPk095 @Begonia_Bruce
#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB']",Twitter for Android,FALSE
CCZDigital,,Cinema. Showbiz. Entertainment. Sports. OTT. Past present and future of Pakistani cinema. Celluloid. Silver screen Pakistan.,2015-04-20 9:53:47,1888,58,6,FALSE,2022-06-08 10:30:18,"Rafael Nadal wins 22nd Grand Slam title and 14th French Open crown with straight sets demolition of Casper Ruud.
He is now two ahead of #Federer and #novakdjokovic in the all-time Grand Slam standings.
@RafaelNadalFC @DjokerNole @CasperRuud98
#RafaelNadal𓃵 #tennis  #frenchopen https://t.co/Eddx26Xtl9",,TweetDeck,FALSE
Den 💐💐💐,,Proud Mummy & Nanoo! Seasoned procrastinator dislike bullies & bad manners! Failed dog whisperer! Don’t do mornings !!Cake makes me smile!No DM’s Thanks! BLM,2014-01-24 16:17:05,1526,1396,137269,FALSE,2022-06-08 10:16:25,@atiskingXX @gigicat7_ He’s the most popular male tennis player ever! A great sportsman #RafaelNadal𓃵 🐐🐐 Where’ve you been??? 😂,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
David,,I m A Crypto Investor,2022-02-13 2:55:15,20,494,547,FALSE,2022-06-08 10:12:37,"@DappCensus DappCensus project will go much further in the future because the team working on it is very strong. We will be happy to see the achievements
@Surya4313
@Kanijam1
@SamXOp

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Extra chris,,,2019-01-27 1:20:27,34,782,287,FALSE,2022-06-08 10:11:15,"@DappCensus This is a very potential project, really a good one, I love the project

@palvoz @wozcio @dikbagas123 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
Vinesh Nair,On the move,a.k.a Big Daddy Vin - Coffee | Vinyls | Grand nephew of MGR | look up my band Vin Sinners on #Spotify or #Wikipedia | https://t.co/ub3iH1gym2,2009-03-31 13:04:58,22837,726,70458,TRUE,2022-06-08 10:04:54,And still going at 22 Grand Slams! #RafaelNadal𓃵 https://t.co/2LUKrAFXaU,['RafaelNadal𓃵'],Twitter Web App,FALSE
Sojib,,Join Our telegram: https://t.co/htrPAqS2Oq,2020-04-18 3:23:16,108,3379,4129,FALSE,2022-06-08 9:54:08,"@DappCensus Nice project 

@Golla82159322 @Afjol22390678 @MDshori63341879
  @KinnowsK  @AnalisZap @Duzee6 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
Calculator,,Iam good💜,2022-05-10 16:09:27,123,285,117,FALSE,2022-06-08 9:50:46,"@DappCensus Good project😍
@FiaProtocol
@Ashwath59387539
@CarfuelFinance

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB', 'giveaway']",Twitter for Android,FALSE
Calculator,,Iam good💜,2022-05-10 16:09:27,123,285,117,FALSE,2022-06-08 9:49:28,"@DappCensus Good project😍
@FiaProtocol
@Ashwath59387539
@CarfuelFinance

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB', 'giveaway']",Twitter for Android,FALSE
fvc,,,2021-05-11 15:35:02,142,1100,1514,FALSE,2022-06-08 9:48:43,"@DappCensus This project looks very interesting. I am interested, and I will support this project until it is successful according to the plan that has been set

@BayuAdi10596213 
@byyy87
@bk__uu 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today",,Twitter for Android,FALSE
Tatisuryati05,,Airdrop crypto is the best,2021-03-23 5:11:45,21,692,953,FALSE,2022-06-08 9:37:30,"@DappCensus Nice project with good token in world crypto for trading, staking and Investment, i glad to be part in this project. @wisutri1703 @CryptoJalur @JKhusus 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
Ashwath,"Bengaluru, India","💟❤💙💟💜
🖤💟💚💛💟",2021-05-04 9:06:05,667,1064,1839,FALSE,2022-06-08 9:36:13,"@DappCensus Very good &amp; strong project❤
@Shivani97855118
@Calcula58106233
@germanofficia_u

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop']",Twitter for Android,FALSE
First Serve Tennis,"Wales, United Kingdom","Your daily serving of all the latest scores, news, updates (and occasional opinion) in tennis. Grand Slams | WTA | ATP | Olympics 🎾🏳️‍🌈🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇸",2021-12-28 22:33:27,122,217,214,FALSE,2022-06-08 9:36:01,"Rafa Nadal has undergone his first session of treatment on the foot and is back home in Mallorca. Still signing autographs on crutches. What a man. 
#RafaelNadal𓃵 https://t.co/CAFnN77YXw",,Twitter for iPhone,FALSE
Ashwath,"Bengaluru, India","💟❤💙💟💜
🖤💟💚💛💟",2021-05-04 9:06:05,667,1064,1839,FALSE,2022-06-08 9:35:15,"@DappCensus Very good &amp; strong project❤
@Shivani97855118
@Calcula58106233
@germanofficia_u

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop']",Twitter for Android,FALSE
Raman.3D nft,,#CRO,2020-10-16 5:00:31,163,2487,3041,FALSE,2022-06-08 9:33:25,"@DappCensus Nice project

@mondol_mohsin @MdMonir1440 @MDSABBI82538037

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB', 'giveaway']",Twitter for Android,FALSE
manish gupta,,"#BurningMaroo $Maroo

#fkmainstream  $fkm",2021-05-12 19:52:47,115,3865,6814,FALSE,2022-06-08 9:26:41,"@DappCensus Good project  

@Alom04306779 
@NAREN7976 
@mukesh56894344 
@Sheraz04511828 
@BalramM19613884 

@DappCensus 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse #Airdrop",,Twitter Web App,FALSE
Megatron Genesis,,Student,2021-08-05 18:44:24,34,452,327,FALSE,2022-06-08 9:25:31,"@DappCensus This project is great and Promissing..👍

@AbhishekRD5
@CryptoTeen69
@Marisa__Crypto

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",['dappcensus'],Twitter for Android,FALSE
Ansuman Rath 🇮🇳,Somewhere on your TL,"Jai Jagannath! Varied Interests, Non Abusive Occasional Troll, SROC, Loves Sarcasm and Wit, Satsangi. Tweets = Personal. RTs not endorsement. #Odisha",2011-05-28 17:04:53,4979,1708,196378,FALSE,2022-06-08 9:14:24,"Victory Belongs To The Most Tenacious

This quote stencilled on the upper stand of center court at Rolland Garros is an embodiment of the genius that
#RafaelNadal𓃵 is! #RolandGarros https://t.co/LRPrAtlFi3",,Twitter for Android,FALSE
Abhyush,,"The greatest glory in living lies not in never falling, but in rising every time we fall🚀",2022-02-26 15:54:44,3,165,112,FALSE,2022-06-08 9:12:09,"@DappCensus Sooon to the mooonn  🚀🚀✌✌

@KarusStarter 
@Yan_westlabs 
@yalgadhib 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse","['dappcensus', 'Airdrop', 'BNB']",Twitter Web App,FALSE
Airdrop Lover,Monteswar,I love Crypto,2022-03-15 2:21:29,5,90,157,FALSE,2022-06-08 9:11:09,"@DappCensus My friends, don't miss this opportunity, 
Nice Project 👍

@EshakurRahman
@BabaiMaji2
@Sadikmondal5
@Rajibul58617380

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Souvik Debnath (root.near),,,2021-02-12 12:06:23,170,2250,3003,FALSE,2022-06-08 9:10:48,"@DappCensus This is an excellent project..thanks for the great opportunity..
@NilanjanaDebn12 
@AnsariNiq 
@Sultana11786 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter Web App,FALSE
Obeth Joy Chariath,"Tamil Nadu, India","Common man, opinion is only mine.
Love Photography and Sports - Volleyball 🏐 Badminton and Tennis.

My Tweets will not let you know me what I'm ✌️",2011-07-24 17:46:53,40,274,2298,FALSE,2022-06-08 9:07:54,"This Day - @RafaelNadal claimed his 9th french open title against @DjokerNole in 2014

3-6, 7-5, 6-2, 6-4

#RafaelNadal𓃵 #novakdjokovic #RolandGarros",,Twitter for Android,FALSE
özge,wonderland,Galatasaray | Taylor Swift | Rafael Nadal | obsessed with music & sports ✍🏼,2020-11-29 16:47:06,442,277,21067,FALSE,2022-06-08 8:58:36,@rolandgarros @RafaelNadal @alcarazcarlos03 @BillieJeanKing @GarbiMuguruza @Ons_Jabeur @rodlaver @steftsitsipas @serenawilliams King 🥰 #RafaelNadal𓃵,,Twitter for iPhone,FALSE
Raju dao🎏 #BRG,,"#BRGArmy 

#BurningMaroo  $Maroo 

#fkmainstream  $fkm",2021-08-04 15:29:31,134,4427,7048,FALSE,2022-06-08 8:58:11,"@DappCensus Good project  

@Alom04306779 
@NAREN7976 
@mukesh56894344 
@Sheraz04511828 
@BalramM19613884 

@DappCensus 

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse #Airdrop",,Twitter Web App,FALSE
Ashu,,@StepnOfficial,2021-04-28 12:46:12,134,4061,6134,FALSE,2022-06-08 8:57:33,"@DappCensus Let our advance worrying become advance thinking and planning....
This project to be a very good one as per future reference... 
@arihantpatwa56
@Kanijam1
@Surya4313

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Globechic,"Mareeba, Queensland","Busy pursuing happiness 💜 Mediator. Post-graduate social science 🎓Loves coffee, chocolate and choosing words carefully (not necessarily in that order) 🤩",2020-01-02 0:14:52,79,308,2769,FALSE,2022-06-08 8:56:13,All Day…Every Day! #RafaelNadal𓃵 🙌🏽 https://t.co/oezi8QHq4h,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
India Today Sports,"Noida, India","Live cricket scores, news, analysis and fun facts on all your favourite sports.",2017-09-26 10:57:49,11847,33,6,FALSE,2022-06-08 8:52:57,"Zverev was forced to retire from his French Open semi-final against Rafael Nadal

#zverev #RafaelNadal𓃵 
https://t.co/Y6FhJX0Qmo","['zverev', 'RafaelNadal𓃵']",Twitter Web App,FALSE
Airdrop Lover,Monteswar,I love Crypto,2022-03-15 2:21:29,5,90,157,FALSE,2022-06-08 8:51:28,"@DappCensus My friends, don't miss this opportunity, 
Nice Project 👍

@EshakurRahman
@BabaiMaji2
@Sadikmondal5
@Rajibul58617380

#dappcensus #Airdrop #BNB #giveaway #Ethereum #Ukraine #RafaelNadal𓃵 #RafaelNadal #r4today #BTSAtWhiteHouse",,Twitter for Android,FALSE
Francis Bacon,"Denver, CO","PGH | NY | CO Avid sports bettor, athlete, businessman. Strong opposer of central banks. Let’s Go Brandon! Steelers 🏈 & Pens 🏒 fan. Rafa Nadal is the 🐐 of 🎾",2013-10-07 18:00:27,887,406,47265,FALSE,2022-06-08 8:39:49,"There was never and will never be another athlete like him again. I hope not, but if this was the last title for Rafa at Roland Garros, it sure was a special one. The man, the myth, the legend of #RafaelNadal𓃵 🇪🇸👑🐐https://t.co/XxXl0VbFnT",,Twitter for iPhone,FALSE
